Id,SalePrice
2069,91316.51
2070,105440.76
2071,108533.34
2072,148042.64
2073,147047.7
2074,175635.52
2075,142668.74
2076,123449.79
2077,148547.08
2078,132100.33
2079,131629.05
2080,118606.7
2081,126012.58
2082,132476.64
2083,139278.55
2084,111118.55
2085,126885.13
2086,127029.39
2087,122070.54
2088,116157.84
2089,96293.91
2090,143048.12
2091,119526.8
2092,128304.96
2093,130485.15
2094,118022.13
2095,141035.82
2096,95391.64
2097,102946.5
2098,147235.43
2099,76274.63
2100,126823.14
2101,137343.41
2102,138667.0
2103,111081.32
2104,131264.14
2105,136480.04
2106,87857.22
2107,201414.17
2108,116853.16
2109,111529.51
2110,134138.49
2111,149173.53
2112,138922.0
2113,125999.04
2114,119380.54
2115,143208.59
2116,118368.33
2117,144331.12
2118,122833.5
2119,111923.1
2120,121442.88
2121,103442.93
2122,107198.58
2123,106769.26
2124,163955.0
2125,133860.34
2126,156289.4
2127,143109.27
2128,142397.53
2129,109436.07
2130,141019.38
2131,153900.48
2132,117524.35
2133,118820.7
2134,131814.11
2135,108473.5
2136,93991.59
2137,118200.22
2138,136264.21
2139,148074.1
2140,136972.0
2141,150204.47
2142,130225.8
2143,147739.5
2144,132877.74
2145,136038.25
2146,158100.5
2147,181252.1
2148,143754.36
2149,150915.11
2150,190014.5
2151,124440.75
2152,154465.5
2153,154257.5
2154,113274.64
2155,138047.91
2156,256648.82
2157,247080.26
2158,234792.03
2159,204109.97
2160,173887.54
2161,242995.53
2162,429313.35
2163,343142.6
2164,272683.46
2165,189002.64
2166,144558.5
2167,220686.28
2168,204146.5
2169,198697.56
2170,216024.0
2171,153153.84
2172,133791.48
2173,171071.14
2174,226317.68
2175,312650.33
2176,312091.02
2177,235027.05
2178,215975.9
2179,148268.0
2180,256163.23
2181,194075.92
2182,221567.14
2183,196392.01
2184,134807.0
2185,135422.97
2186,148367.49
2187,153309.1
2188,153699.4
2189,214942.26
2190,89827.43
2191,94654.43
2192,99126.0
2193,99557.0
2194,102638.58
2195,122177.34
2196,115841.68
2197,119935.67
2198,153850.27
2199,182917.33
2200,131424.26
2201,135708.22
2202,190942.23
2203,160191.28
2204,162043.5
2205,114100.5
2206,137076.0
2207,203292.76
2208,223556.25
2209,187410.9
2210,122867.05
2211,111187.05
2212,113443.5
2213,100515.76
2214,143242.84
2215,108840.6
2216,153238.5
2217,93909.1
2218,97935.1
2219,93400.59
2220,87656.27
2221,323714.33
2222,275022.81
2223,287063.32
2224,231052.37
2225,147268.14
2226,197980.58
2227,207940.35
2228,269353.97
2229,237582.89
2230,164230.44
2231,217195.52
2232,178973.92
2233,175913.48
2234,234917.73
2235,218302.82
2236,264537.53
2237,346070.38
2238,226806.44
2239,107325.9
2240,161239.95
2241,174890.56
2242,132282.0
2243,130972.0
2244,106495.75
2245,108168.65
2246,134989.89
2247,116797.06
2248,127502.0
2249,127694.75
2250,131918.0
2251,124705.37
2252,171352.7
2253,161949.26
2254,179624.32
2255,195602.8
2256,183607.24
2257,203317.76
2258,170968.05
2259,178404.75
2260,157805.0
2261,184004.55
2262,201024.12
2263,342836.61
2264,364498.76
2265,190198.1
2266,259450.18
2267,344899.32
2268,359685.39
2269,154161.46
2270,179116.85
2271,210436.11
2272,215273.8
2273,161567.98
2274,173607.74
2275,167480.1
2276,189826.4
2277,191940.14
2278,151673.42
2279,128701.99
2280,114013.78
2281,176013.45
2282,195379.98
2283,104518.0
2284,116781.1
2285,141579.4
2286,128323.93
2287,345405.18
2288,262488.06
2289,356963.23
2290,408566.85
2291,328983.18
2292,402735.61
2293,420110.22
2294,361054.75
2295,426102.32
2296,271022.64
2297,330159.27
2298,331806.58
2299,350842.12
2300,311775.34
2301,294389.15
2302,256975.76
2303,233143.73
2304,236998.18
2305,193703.02
2306,195742.13
2307,188371.12
2308,218573.85
2309,266396.99
2310,223673.78
2311,203393.8
2312,178678.93
2313,175450.64
2314,171938.21
2315,176457.21
2316,194043.91
2317,181618.59
2318,177841.3
2319,179996.62
2320,180477.63
2321,253271.9
2322,172905.15
2323,178228.78
2324,179195.63
2325,206963.84
2326,176947.84
2327,213039.65
2328,219796.15
2329,183144.65
2330,178068.33
2331,344315.93
2332,355712.7
2333,304156.22
2334,258463.06
2335,255351.82
2336,327499.65
2337,202712.72
2338,277176.05
2339,222353.55
2340,380666.95
2341,221803.21
2342,222798.33
2343,219463.36
2344,227808.35
2345,226214.3
2346,211287.96
2347,202457.77
2348,233382.19
2349,185913.98
2350,321468.67
2351,264563.0
2352,241404.41
2353,269029.24
2354,121317.76
2355,132830.84
2356,155786.7
2357,206876.56
2358,198699.8
2359,122739.76
2360,124764.25
2361,145627.5
2362,250527.93
2363,141083.45
2364,158644.8
2365,211689.21
2366,192732.57
2367,215068.38
2368,212804.79
2369,225072.3
2370,172233.87
2371,170627.15
2372,186051.81
2373,257288.35
2374,288069.55
2375,252044.0
2376,276000.78
2377,319695.57
2378,149468.77
2379,205300.22
2380,148251.3
2381,163857.0
2382,194273.14
2383,200808.45
2384,231829.35
2385,159348.45
2386,145222.25
2387,135961.75
2388,114521.06
2389,135046.83
2390,145736.35
2391,147133.51
2392,116115.94
2393,163970.31
2394,145934.0
2395,197039.15
2396,145605.25
2397,192485.86
2398,131739.5
2399,83546.11
2400,78641.65
2401,120591.88
2402,134153.25
2403,135176.02
2404,156367.09
2405,161728.01
2406,140181.75
2407,131321.13
2408,135520.51
2409,131575.5
2410,162697.05
2411,127085.5
2412,152913.72
2413,131378.08
2414,137129.05
2415,134950.07
2416,123898.51
2417,131438.08
2418,132247.05
2419,129590.67
2420,133471.5
2421,156610.5
2422,114453.39
2423,125263.62
2424,156981.15
2425,236560.45
2426,142795.08
2427,129769.79
2428,168862.3
2429,124186.58
2430,133852.45
2431,126499.07
2432,137545.25
2433,146018.25
2434,142635.0
2435,153757.5
2436,113099.56
2437,114463.69
2438,130485.83
2439,118494.03
2440,125301.39
2441,109919.14
2442,105384.15
2443,119430.97
2444,139779.84
2445,102129.59
2446,139117.04
2447,202853.1
2448,153980.45
2449,109667.0
2450,143590.42
2451,134345.39
2452,194801.06
2453,102308.7
2454,136993.85
2455,120177.19
2456,128301.84
2457,121469.86
2458,120907.33
2459,112031.49
2460,140261.82
2461,120768.5
2462,131379.5
2463,118735.3
2464,166797.5
2465,137681.84
2466,122897.54
2467,160474.96
2468,103919.45
2469,94652.37
2470,190445.48
2471,180040.15
2472,164296.65
2473,127070.63
2474,108136.11
2475,210559.47
2476,119719.18
2477,131222.33
2478,157229.14
2479,123478.65
2480,151483.0
2481,133258.16
2482,142158.99
2483,122234.0
2484,128814.54
2485,129634.0
2486,153534.16
2487,229154.82
2488,140265.25
2489,158704.9
2490,151533.6
2491,102669.25
2492,187243.64
2493,154574.64
2494,158780.92
2495,107062.82
2496,227419.16
2497,142849.25
2498,123311.33
2499,106469.82
2500,139781.81
2501,132617.5
2502,142344.79
2503,108932.5
2504,174850.49
2505,228806.33
2506,251900.89
2507,286577.8
2508,254978.77
2509,223924.24
2510,222431.53
2511,182523.81
2512,212661.47
2513,230683.36
2514,248717.32
2515,155755.04
2516,176432.35
2517,136786.47
2518,147440.65
2519,224008.04
2520,211282.3
2521,193448.25
2522,220928.33
2523,132152.5
2524,137502.44
2525,143372.82
2526,143115.32
2527,123102.83
2528,126837.29
2529,139508.29
2530,128995.52
2531,250787.55
2532,227885.6
2533,200558.5
2534,227962.9
2535,279759.46
2536,227458.16
2537,217411.89
2538,185868.27
2539,185763.96
2540,180714.48
2541,181419.96
2542,172388.94
2543,144709.0
2544,122673.3
2545,135424.51
2546,133778.0
2547,140160.87
2548,159821.55
2549,157127.82
2550,409541.91
2551,147567.15
2552,128529.47
2553,94230.11
2554,110234.47
2555,121913.95
2556,110939.89
2557,123981.9
2558,176322.17
2559,129304.83
2560,134330.85
2561,136419.67
2562,128054.08
2563,139730.05
2564,178815.0
2565,139171.43
2566,152631.84
2567,135481.5
2568,182974.0
2569,179482.06
2570,124632.51
2571,180317.13
2572,160350.5
2573,188055.0
2574,259807.97
2575,131980.5
2576,127500.54
2577,143961.18
2578,90892.27
2579,85437.97
2580,136138.5
2581,131713.49
2582,118762.52
2583,276963.06
2584,160829.61
2585,199169.68
2586,225145.81
2587,199005.21
2588,143554.45
2589,150576.97
2590,214416.99
2591,214639.05
2592,216756.57
2593,256923.4
2594,165661.35
2595,191987.81
2596,325065.53
2597,197685.44
2598,250614.79
2599,326748.78
2600,176063.33
2601,153356.8
2602,91888.5
2603,107286.2
2604,99713.25
2605,90392.0
2606,157263.35
2607,187286.37
2608,198293.86
2609,172875.9
2610,109760.33
2611,145058.0
2612,159655.51
2613,128768.0
2614,127591.33
2615,150040.29
2616,138056.0
2617,195146.03
2618,186545.42
2619,194722.2
2620,182915.5
2621,184341.3
2622,181848.15
2623,228170.94
2624,286844.48
2625,259095.36
2626,167818.96
2627,158598.48
2628,370731.88
2629,429969.51
2630,329668.62
2631,414108.36
2632,367542.35
2633,298767.32
2634,374040.95
2635,158891.34
2636,188537.9
2637,191836.7
2638,245726.13
2639,186281.9
2640,150815.0
2641,119770.29
2642,199621.42
2643,108505.04
2644,139152.58
2645,102500.0
2646,92593.0
2647,104965.25
2648,145552.0
2649,143626.6
2650,140067.78
2651,153172.77
2652,411117.39
2653,250304.47
2654,260222.92
2655,387567.59
2656,323099.16
2657,316636.78
2658,280366.94
2659,291961.72
2660,355442.12
2661,337281.07
2662,362993.17
2663,284352.98
2664,263996.61
2665,328667.12
2666,280753.75
2667,172160.69
2668,182719.65
2669,178495.56
2670,279243.04
2671,183202.97
2672,190472.26
2673,217659.99
2674,222729.62
2675,170952.27
2676,185069.64
2677,187908.67
2678,252426.47
2679,280415.05
2680,283883.27
2681,383700.45
2682,315267.26
2683,453566.02
2684,311549.82
2685,336209.48
2686,260920.78
2687,315391.6
2688,221040.52
2689,201959.11
2690,378807.05
2691,194572.15
2692,118937.25
2693,202372.6
2694,125045.36
2695,196751.19
2696,190033.9
2697,195337.33
2698,205485.5
2699,181175.58
2700,162315.41
2701,168787.3
2702,122352.55
2703,138244.76
2704,140038.6
2705,128099.0
2706,119006.83
2707,126549.35
2708,131481.75
2709,109868.09
2710,133044.0
2711,277684.71
2712,344991.86
2713,171081.2
2714,150189.88
2715,172343.57
2716,164726.6
2717,187742.24
2718,223153.48
2719,156926.58
2720,167544.5
2721,141267.9
2722,170300.0
2723,146932.0
2724,132273.35
2725,135391.75
2726,148640.0
2727,189836.98
2728,170591.5
2729,157647.69
2730,138446.5
2731,125223.83
2732,122300.38
2733,173406.9
2734,146817.5
2735,144716.5
2736,147482.54
2737,125275.5
2738,138170.95
2739,158410.19
2740,133353.08
2741,146071.0
2742,152801.1
2743,152796.5
2744,154557.25
2745,141436.25
2746,129533.75
2747,161607.0
2748,127082.53
2749,130904.66
2750,135782.08
2751,128236.08
2752,232332.5
2753,157296.3
2754,244905.03
2755,124623.45
2756,104137.79
2757,88639.96
2758,101730.42
2759,166445.75
2760,150493.8
2761,146711.0
2762,145529.5
2763,185969.37
2764,158633.68
2765,223515.53
2766,129426.34
2767,92976.64
2768,125100.19
2769,129027.5
2770,146572.4
2771,125882.16
2772,121045.59
2773,163834.46
2774,133111.23
2775,131905.7
2776,137110.75
2777,147440.49
2778,114422.5
2779,145789.8
2780,103745.4
2781,99255.59
2782,105269.74
2783,107921.0
2784,125576.75
2785,143614.3
2786,87192.61
2787,114503.08
2788,91389.0
2789,162422.21
2790,98610.93
2791,120401.4
2792,81094.34
2793,163321.47
2794,108930.7
2795,121600.34
2796,93758.88
2797,169236.28
2798,119177.76
2799,123292.01
2800,83346.5
2801,116190.27
2802,136886.87
2803,151814.31
2804,142687.68
2805,106089.83
2806,97615.81
2807,148023.03
2808,150397.97
2809,130789.93
2810,135380.25
2811,172571.5
2812,152772.43
2813,153385.44
2814,155677.65
2815,101389.16
2816,225699.7
2817,162286.6
2818,134434.91
2819,175226.94
2820,150945.5
2821,111439.5
2822,173886.32
2823,262861.35
2824,186057.82
2825,161919.03
2826,132878.4
2827,136517.87
2828,238318.89
2829,229295.4
2830,232686.77
2831,188446.32
2832,251257.21
2833,296977.6
2834,214569.51
2835,215667.77
2836,200350.18
2837,163742.88
2838,145286.05
2839,182202.72
2840,191330.62
2841,204005.23
2842,230749.8
2843,146889.57
2844,172344.1
2845,123798.16
2846,207007.0
2847,201376.68
2848,203757.24
2849,208358.1
2850,274671.63
2851,214915.4
2852,237273.42
2853,238160.26
2854,139408.0
2855,210111.89
2856,211341.33
2857,188816.85
2858,209460.12
2859,154489.0
2860,129710.46
2861,137086.63
2862,204926.81
2863,119878.5
2864,244564.0
2865,146056.62
2866,134837.0
2867,102620.58
2868,125188.23
2869,123943.94
2870,152620.46
2871,103545.5
2872,78041.33
2873,114756.67
2874,135940.68
2875,131966.05
2876,159697.94
2877,141107.64
2878,156896.94
2879,133581.0
2880,110234.04
2881,144176.0
2882,160680.25
2883,178889.88
2884,176605.43
2885,165767.37
2886,191571.5
2887,103402.16
2888,133984.21
2889,72417.79
2890,91207.56
2891,140742.55
2892,71817.73
2893,106624.05
2894,76203.23
2895,309532.02
2896,276965.78
2897,189794.5
2898,145657.04
2899,208507.77
2900,158867.42
2901,195351.87
2902,191183.26
2903,329505.67
2904,361355.53
2905,123567.42
2906,227068.02
2907,116071.35
2908,127481.0
2909,141147.46
2910,86667.5
2911,93838.5
2912,150821.0
2913,97038.41
2914,94401.5
2915,92554.0
2916,96854.58
2917,176814.96
2918,109342.59
2919,237148.28
